chromosome	start	end	segVal	sample
13	46968838	59534161	0.997491800718046	TCGA-24-1558
13	59545462	106485046	3.24124561226853	TCGA-24-1558
13	106485113	109441460	3.53803410412989	TCGA-24-1558
13	109448012	115106996	3.18575025895066	TCGA-24-1558
14	20203125	107285437	3.06349270112207	TCGA-24-1558
15	20071673	102400037	3.77629367146454	TCGA-24-1558
16	86671	2929664	2	TCGA-24-1558
16	2934174	5725286	0.877865680939686	TCGA-24-1558
16	5727605	8310880	1.05245513751895	TCGA-24-1558
16	8312933	8396691	1.06881325788535	TCGA-24-1558
16	8397400	9576196	0.936006319035296	TCGA-24-1558
16	9577109	9749086	0.986186508632237	TCGA-24-1558
16	9749229	10300276	0.919061590919922	TCGA-24-1558
16	10303717	16353166	25.2418533070307	TCGA-24-1558
16	16633361	16716081	4.44213056282715	TCGA-24-1558
16	16730604	16971367	15.9944726984263	TCGA-24-1558
16	16971913	17008319	11.9526543181566	TCGA-24-1558
16	17009666	17009666	17.9366840290393	TCGA-24-1558
16	17017421	17133539	7.48309354166099	TCGA-24-1558
16	17133996	18783174	6.34947046086773	TCGA-24-1558
16	18808403	18922351	4.04079184772543	TCGA-24-1558
16	18962661	19116793	3.85443756751132	TCGA-24-1558
16	19117635	19122743	3.91043252926922	TCGA-24-1558
16	19128775	31332655	2	TCGA-24-1558
16	31334236	35205717	3.77820689813196	TCGA-24-1558
16	46507944	53660866	2.97595111288802	TCGA-24-1558
16	53664597	57185761	3.98875839340178	TCGA-24-1558
16	57190102	57640051	1.85946600538333	TCGA-24-1558
16	57640552	66803097	3.13257474413561	TCGA-24-1558
16	66812797	84304077	2	TCGA-24-1558
16	84308076	89365286	1.83590169150333	TCGA-24-1558
16	89367498	89520152	0.9267182340163	TCGA-24-1558
16	89538759	90163275	2.74639900214915	TCGA-24-1558
17	6689	1477619	4.7175291244164	TCGA-24-1558
17	1488266	2450624	2	TCGA-24-1558
17	2453908	7468688	2.83462053548327	TCGA-24-1558
17	7469229	9164844	3.8063179136906	TCGA-24-1558
17	9165491	9177221	2.26302867990109	TCGA-24-1558
17	9178382	63068976	2	TCGA-24-1558
17	63069336	80825207	2.91804955027508	TCGA-24-1558
17	80825500	81049726	1.11699574635374	TCGA-24-1558
18	99319	14434521	4.95915345508964	TCGA-24-1558
18	14462810	18965522	6.14260229604386	TCGA-24-1558
18	18979263	20016299	3.82111789104998	TCGA-24-1558
18	20020200	37630731	2	TCGA-24-1558
18	37635346	38197026	4.15156426939725	TCGA-24-1558
18	38200753	78015057	2	TCGA-24-1558
19	260912	6684197	2.69674495775524	TCGA-24-1558
19	6685230	8841963	3.31940447104626	TCGA-24-1558
19	8847562	9538581	4.78414278195068	TCGA-24-1558
19	9542007	9596834	7.45130965223962	TCGA-24-1558
19	9598587	9768925	7.1593861162689	TCGA-24-1558
19	9779308	10495539	9.97026246031433	TCGA-24-1558
19	10509365	12242729	5.09572870728471	TCGA-24-1558
19	12248307	12857415	24.8582533706403	TCGA-24-1558
19	12858546	13034045	5.50461991144197	TCGA-24-1558
19	13084626	13898560	24.5496180816959	TCGA-24-1558
19	13940838	14871643	9.06739713050843	TCGA-24-1558
19	14875917	16282131	6.47285551360149	TCGA-24-1558
19	16282517	17762840	8.97808211288764	TCGA-24-1558
19	17762890	22920144	4.92366527880706	TCGA-24-1558
19	22952946	27960006	3.21882118544579	TCGA-24-1558
19	27998566	29244985	6.14250953368608	TCGA-24-1558
19	29247283	29832755	5.07179182909691	TCGA-24-1558
19	29849562	30112357	11.9528294640188	TCGA-24-1558
19	30117442	31015438	9.13782130406712	TCGA-24-1558
19	31018491	32810229	5.5802008247198	TCGA-24-1558
19	32824310	33106621	9.34627128432551	TCGA-24-1558
19	33106721	33221326	8.23110547415437	TCGA-24-1558
19	33241732	33470806	13.6025850607363	TCGA-24-1558
19	33490685	33560852	4.45995000430652	TCGA-24-1558
19	33569500	35137031	1.8830522806052	TCGA-24-1558
19	35138780	36758897	3.4357790312391	TCGA-24-1558
19	36825458	38073267	2.50244432036858	TCGA-24-1558
19	38083967	40886993	12.1538116413516	TCGA-24-1558
19	40907408	42366247	1.76391484046865	TCGA-24-1558
19	42389414	42395970	8.43921511994066	TCGA-24-1558
19	42408426	43505984	10.6765152356589	TCGA-24-1558
19	43506174	43533521	12.1579274629772	TCGA-24-1558
19	43537378	43658826	12.5238729648121	TCGA-24-1558
19	43665898	43905590	22.81455431199	TCGA-24-1558
19	43912939	45109066	14.4549659787326	TCGA-24-1558
19	45110320	45636201	7.17657290469328	TCGA-24-1558
19	45652079	59095126	1.88113992650271	TCGA-24-1558
20	61795	26288535	3.02792579191354	TCGA-24-1558
20	26289925	62912463	3.94061977933472	TCGA-24-1558
21	11001104	20384626	3.27955822401973	TCGA-24-1558
21	20390395	26033956	2.1971296858743	TCGA-24-1558
21	26034093	27023022	2.92905259707452	TCGA-24-1558
21	27023673	31926508	3.28665273807175	TCGA-24-1558
21	31935661	48084820	4.0845013724713	TCGA-24-1558
22	16055070	18655860	2	TCGA-24-1558
22	18877787	21461607	2.90915437538911	TCGA-24-1558
22	21465050	23063840	1.82298418192504	TCGA-24-1558
22	23064058	25753970	2.87740792958974	TCGA-24-1558
22	25755599	25783704	2.12015977737127	TCGA-24-1558
22	25784405	32363761	1.88891387938311	TCGA-24-1558
22	32371492	45207597	2.88117154894755	TCGA-24-1558
22	45209496	51219006	0.917399601655081	TCGA-24-1558
X	169805	34005722	2.11067053989513	TCGA-24-1558
X	34008483	34824186	4.22401653057578	TCGA-24-1558
X	34831347	36369132	3.27045783020743	TCGA-24-1558
X	36370107	36501470	2.22542770463482	TCGA-24-1558
X	36528818	51245487	2	TCGA-24-1558
X	51261068	65238049	3.23176847617663	TCGA-24-1558
X	65240965	65261271	2.82440582754798	TCGA-24-1558
X	65265953	71108358	2.19792127775959	TCGA-24-1558
X	71123207	73140896	3.1270784590248	TCGA-24-1558
X	73177423	155233925	2.15573333300339	TCGA-24-1558
1	565400	81375576	5.89402075252434	TCGA-24-1562
1	81377308	81477059	7.70618298584581	TCGA-24-1562
1	81478037	100449797	5.83070895785764	TCGA-24-1562
1	100463422	121291080	5.88108580556284	TCGA-24-1562
1	142702814	249198692	7.93480857135124	TCGA-24-1562
2	15703	36002148	5.88619624837492	TCGA-24-1562
2	36002965	43139184	5.7411109616623	TCGA-24-1562
2	43140934	43424450	8.6109973108421	TCGA-24-1562
2	43424704	113850882	5.93775284299032	TCGA-24-1562
2	113851439	243048760	5.96821955549478	TCGA-24-1562
3	69244	65993104	5.8649709671255	TCGA-24-1562
3	65994050	142972276	5.9554217784922	TCGA-24-1562
3	142973077	155476547	6.44392356585376	TCGA-24-1562
3	155481097	160943865	5.76548443945136	TCGA-24-1562
3	160963110	192758191	11.3282478652815	TCGA-24-1562
3	192759024	197846636	10.6876188767495	TCGA-24-1562
4	68911	4561792	2.94081509813733	TCGA-24-1562
4	4565610	4924962	5.85956242689228	TCGA-24-1562
4	4928239	6677063	2.8319703575945	TCGA-24-1562
4	6686114	7270126	6.23182855366288	TCGA-24-1562
4	7271603	7779105	3.12846935623918	TCGA-24-1562
4	7782434	9078450	6.2374023546655	TCGA-24-1562
4	9370690	13564257	3.43541038348464	TCGA-24-1562
4	13571867	17960008	6.00476684684316	TCGA-24-1562
4	17972372	18293651	2.79385157883201	TCGA-24-1562
4	18297592	20730601	6.16204012560946	TCGA-24-1562
4	20733270	21667933	3.11846112599695	TCGA-24-1562
4	21669436	21813631	5.71236341614022	TCGA-24-1562
4	21820620	22387916	2.96486186178709	TCGA-24-1562
4	22397135	22631389	6.4839880462405	TCGA-24-1562
4	22638027	24525466	3.41353421913554	TCGA-24-1562
4	24538573	27115685	6.43792840562466	TCGA-24-1562
4	27122519	37898650	3.29804985139207	TCGA-24-1562
4	37898961	91655219	3.04861623671195	TCGA-24-1562
4	91663723	91898938	0.912629244413347	TCGA-24-1562
4	91903868	132285856	3.04384449153287	TCGA-24-1562
4	132293323	133079569	6.2003715418928	TCGA-24-1562
4	133079651	162412151	3.0072893796866	TCGA-24-1562
4	162413813	163066914	5.81210451060228	TCGA-24-1562
4	163072901	163160045	2.99645985479456	TCGA-24-1562
4	163162459	163171150	3.17639045564772	TCGA-24-1562
4	163178092	163271125	2.79835399531976	TCGA-24-1562
4	163271146	163271146	2.61801242612075	TCGA-24-1562
4	163273945	163615887	6.69125282537848	TCGA-24-1562
4	163616176	163854867	3.63892230248077	TCGA-24-1562
4	163855033	163903100	3.84475426031528	TCGA-24-1562
4	163903207	169469519	6.52821309426294	TCGA-24-1562
4	169474972	176164974	5.71219720632748	TCGA-24-1562
4	176165358	182515659	6.2588131533647	TCGA-24-1562
4	182517468	182997037	3.01752538252654	TCGA-24-1562
4	183004766	187015824	5.79796676116548	TCGA-24-1562
4	187016610	190921709	6.35766814387408	TCGA-24-1562
5	28949	4369887	6.4057493539304	TCGA-24-1562
5	4375862	7054372	5.4652461854822	TCGA-24-1562
5	7066899	13482159	6.2282215609268	TCGA-24-1562
5	13482334	17071895	5.61815081526002	TCGA-24-1562
5	17072233	49564798	6.22555646111088	TCGA-24-1562
5	49573125	114362129	5.86122372143054	TCGA-24-1562
5	114369865	114723044	3.2061822996374	TCGA-24-1562
5	114731010	119417299	6.14544103206728	TCGA-24-1562
5	119418017	171271189	5.91464890405904	TCGA-24-1562
5	171273406	171896546	2.96700620875332	TCGA-24-1562
5	171899246	180696889	5.88944976849244	TCGA-24-1562
6	203249	3722659	5.35454466536162	TCGA-24-1562
6	3724121	10553293	6.20434102586992	TCGA-24-1562
6	10554322	23922038	5.82680040927528	TCGA-24-1562
6	23922706	45349877	5.91446085887008	TCGA-24-1562
6	45350107	49652613	6.58078470339926	TCGA-24-1562
6	49654166	71318869	5.93534111159328	TCGA-24-1562
6	71322509	129329072	3.03200073372311	TCGA-24-1562
6	129329153	132720623	3.61376598870413	TCGA-24-1562
6	132724116	170918031	2.99864107387338	TCGA-24-1562
7	43259	46334152	3.8591765179608	TCGA-24-1562
7	46334418	58019983	4.17697820515961	TCGA-24-1562
7	61072037	76053571	6.20736908082072	TCGA-24-1562
7	76136389	98381738	5.86592279979842	TCGA-24-1562
7	98403495	98648365	8.52826940134915	TCGA-24-1562
7	98689289	98748754	8.4055668150239	TCGA-24-1562
7	98753158	112992615	5.74210707110768	TCGA-24-1562
7	112994137	159119220	5.9360120709737	TCGA-24-1562
8	161222	1935236	5.79053139205796	TCGA-24-1562
8	1937654	4283153	6.6162501476386	TCGA-24-1562
8	4283673	4445222	10.3616264622824	TCGA-24-1562
8	4445298	5965005	6.54954114954346	TCGA-24-1562
8	5965236	14539068	5.85060998566606	TCGA-24-1562
8	14539246	17024486	6.43096398347894	TCGA-24-1562
8	17025169	105641421	5.97175140981604	TCGA-24-1562
8	105643970	123409584	6.3701698902689	TCGA-24-1562
8	123410111	146293414	6.00715571177366	TCGA-24-1562
9	46431	27365629	6.07267357515222	TCGA-24-1562
9	27367612	44900526	5.83209919035878	TCGA-24-1562
9	68151440	79664647	3.14553206167374	TCGA-24-1562
9	79666678	141071475	2.95628557014634	TCGA-24-1562
10	104427	45893408	5.95032991632286	TCGA-24-1562
10	45896207	135434551	5.87517488376828	TCGA-24-1562
11	198510	6485669	3.15589000210456	TCGA-24-1562
11	6489539	44797486	2.92867853273951	TCGA-24-1562
11	44797778	82294925	5.9584896897826	TCGA-24-1562
11	82307795	82354601	2.50898270073041	TCGA-24-1562
11	82359847	82903720	5.80349745664354	TCGA-24-1562
11	82908161	98104540	3.06134176724381	TCGA-24-1562
11	98104605	102025772	3.49919900237282	TCGA-24-1562
11	102027895	114926393	2.93057521376455	TCGA-24-1562
11	114932841	125461787	5.73133173492474	TCGA-24-1562
11	125469264	134944770	2.92059889328977	TCGA-24-1562
12	180185	1042103	5.61812306899055	TCGA-24-1562
12	1063158	30079168	3.05958118248483	TCGA-24-1562
12	30084661	30501033	5.92014152240894	TCGA-24-1562
12	30503935	31145726	2.83607228037207	TCGA-24-1562
12	31146534	31161023	7.27436345123117	TCGA-24-1562
12	31169728	32229374	13.1295432257851	TCGA-24-1562
12	32237653	54534721	5.92687564229004	TCGA-24-1562
12	54536534	54712308	3.13069963238932	TCGA-24-1562
12	54754218	68926640	6.22402916078526	TCGA-24-1562
12	68941230	69973803	9.33188951411572	TCGA-24-1562
12	69980141	70139673	5.82134530807444	TCGA-24-1562
12	70148373	100044015	9.02213458561559	TCGA-24-1562
12	100053463	100300029	7.24201114689241	TCGA-24-1562
12	100309128	103200919	9.65356929414574	TCGA-24-1562
12	103211059	130459987	9.05918937621411	TCGA-24-1562
12	130460029	132154874	8.93020260989957	TCGA-24-1562
12	132175106	133777645	3.82604096819379	TCGA-24-1562
13	19029568	108459695	5.87585096472324	TCGA-24-1562
13	108468028	108967144	10.7974600783834	TCGA-24-1562
13	108967411	115106996	8.57057397463296	TCGA-24-1562
14	20203125	49094915	6.16511155576154	TCGA-24-1562
14	49095344	55977524	5.66977831204256	TCGA-24-1562
14	55977666	77282915	5.94530050152632	TCGA-24-1562
14	77285238	77784462	9.23153334980378	TCGA-24-1562
14	77784658	79508699	5.9891318976213	TCGA-24-1562
14	79510587	87957627	6.58840896008238	TCGA-24-1562
14	87969368	107285437	5.8728743976532	TCGA-24-1562
15	20071673	27007584	6.56039322062932	TCGA-24-1562
15	27008723	86955731	5.74364946687376	TCGA-24-1562
15	86955878	95412779	5.98274730611376	TCGA-24-1562
15	95413155	98430315	6.8430015077265	TCGA-24-1562
15	98434914	102400037	5.75004845875746	TCGA-24-1562
16	86671	3790307	3.22528171247345	TCGA-24-1562
16	3794791	4297651	6.02962502681503	TCGA-24-1562
16	4304349	35205717	3.06977615640849	TCGA-24-1562
16	46507944	59532225	2.9069810606625	TCGA-24-1562
16	59532304	69238164	3.06957515855444	TCGA-24-1562
16	69239042	90163275	6.05863633775155	TCGA-24-1562
17	6689	81049726	3.09003391756298	TCGA-24-1562
18	99319	70123101	2.9821902122393	TCGA-24-1562
18	70123239	78015057	3.17179057928611	TCGA-24-1562
19	260912	6404507	3.31905636919134	TCGA-24-1562
19	6406625	29373243	6.24823390349132	TCGA-24-1562
19	29374485	45091480	5.94493761243202	TCGA-24-1562
19	45098531	59095126	6.84852619333226	TCGA-24-1562
20	61795	11126492	5.80113571371268	TCGA-24-1562
20	11126969	51924629	5.95777375683018	TCGA-24-1562
20	51925509	62912463	6.1384457463395	TCGA-24-1562
21	11001104	48084820	6.02349245422432	TCGA-24-1562
22	16055070	51219006	2.99798092710912	TCGA-24-1562
X	169805	155233925	3.36479535120428	TCGA-24-1562
1	565400	15002813	2	TCGA-24-1614
1	15010447	15297249	0	TCGA-24-1614
1	15299672	29100792	2	TCGA-24-1614
1	29140748	51615023	4.11628656636418	TCGA-24-1614
1	51616379	65898331	5.85772498455396	TCGA-24-1614
1	65903445	98666125	3.81275367459192	TCGA-24-1614
1	98672308	117474876	2	TCGA-24-1614
1	117475461	121291080	4.2354253594964	TCGA-24-1614
1	142702814	249198692	4.18606430888802	TCGA-24-1614
2	15703	27729480	2.13626609571405	TCGA-24-1614
2	27741237	33074499	6.20323742609983	TCGA-24-1614
2	33081584	33834496	3.95273660868455	TCGA-24-1614
2	33840024	38964531	2	TCGA-24-1614
2	38977371	102473292	4.16872398221476	TCGA-24-1614
2	102478352	189458765	2.10440173474655	TCGA-24-1614
2	189471825	213372988	4.1555512400425	TCGA-24-1614
2	213373521	213840193	7.63192810256543	TCGA-24-1614
2	213843704	243048760	4.18359884354516	TCGA-24-1614
3	69244	4647026	2.12890690364901	TCGA-24-1614
3	4647352	141564786	4.17700035849838	TCGA-24-1614
3	141568189	145929536	6.20412727988853	TCGA-24-1614
3	145937803	146203461	8.24780303224276	TCGA-24-1614
3	146207221	163482473	5.966958007188	TCGA-24-1614
3	163486271	195262872	4.19402140590598	TCGA-24-1614
3	195284382	197846636	2	TCGA-24-1614
4	68911	15692954	3.17667713382326	TCGA-24-1614
4	15695497	40967942	2.10875398025089	TCGA-24-1614
4	40971516	77440333	3.81068103282246	TCGA-24-1614
4	77441014	77707376	2.71358274476905	TCGA-24-1614
4	77713874	83323174	3.72480607797258	TCGA-24-1614
4	83324583	83561272	3.27407821456546	TCGA-24-1614
4	83563829	109574969	2	TCGA-24-1614
4	109581094	111574829	4.03157212200605	TCGA-24-1614
4	111583334	131034988	2.11135938828321	TCGA-24-1614
4	131039227	171962965	2.4192867381791	TCGA-24-1614
4	171965629	190921709	4.44921096949322	TCGA-24-1614
5	28949	38038345	4.19464948064722	TCGA-24-1614
5	38046009	46383335	6.16162092214839	TCGA-24-1614
5	49560859	49597497	4.27596220517848	TCGA-24-1614
5	49597527	50100205	3.98832753286121	TCGA-24-1614
5	50103618	50103618	3.82577348553646	TCGA-24-1614
5	50103878	130835940	2	TCGA-24-1614
5	130836041	155836842	4.05581247647699	TCGA-24-1614
5	155844242	156066227	0	TCGA-24-1614
5	156069442	180696889	4.03444224250292	TCGA-24-1614
6	203249	28213239	2.96989687876617	TCGA-24-1614
6	28214698	37114994	4.08896970998554	TCGA-24-1614
6	37116078	37847013	6.11268664474227	TCGA-24-1614
6	37859856	73173514	4.19768936671408	TCGA-24-1614
6	73175327	73783648	5.96545879560227	TCGA-24-1614
6	73785937	140685295	4.18608264148342	TCGA-24-1614
6	140717053	161115245	2	TCGA-24-1614
6	161118577	170918031	4.16924432381408	TCGA-24-1614
7	43259	26904330	5.12227958904207	TCGA-24-1614
7	26932929	64020384	4.11859639449434	TCGA-24-1614
7	64054804	75293157	5.77957101679381	TCGA-24-1614
7	75294275	84075437	4.21582397750818	TCGA-24-1614
7	84086924	85560269	6.38610242863613	TCGA-24-1614
7	85565388	126690788	4.16174837999572	TCGA-24-1614
7	126691550	127766400	5.8687653315044	TCGA-24-1614
7	127771601	137828808	4.13501216346356	TCGA-24-1614
7	137835785	159119220	3.79190089810264	TCGA-24-1614
8	161222	191270	0	TCGA-24-1614
8	194884	3504433	2	TCGA-24-1614
8	3504575	3530700	4.18400602813559	TCGA-24-1614
8	3530923	34832017	2	TCGA-24-1614
8	34841838	52840130	4.1915655317053	TCGA-24-1614
8	52841261	69142573	3.12869851112022	TCGA-24-1614
8	69142792	74447290	2	TCGA-24-1614
8	74450154	122485931	3.03765025122566	TCGA-24-1614
8	122488075	122515681	6.68625934416	TCGA-24-1614
8	122515820	124171479	7.15761190835481	TCGA-24-1614
8	124172267	128563299	9.1235286587307	TCGA-24-1614
8	128568359	132123543	7.006274996877	TCGA-24-1614
8	132123614	137545826	6.28105143277964	TCGA-24-1614
8	137547751	146293414	5.20597242116132	TCGA-24-1614
9	46431	6638130	4.82675268977154	TCGA-24-1614
9	6641802	8227771	3.81211285118922	TCGA-24-1614
9	8228166	13488608	2.14245380947739	TCGA-24-1614
9	13497150	14986602	4.09073970611934	TCGA-24-1614
9	14986783	21296368	2	TCGA-24-1614
9	21310588	35046291	4.62383523879286	TCGA-24-1614
9	35052331	39182452	5.61792461624683	TCGA-24-1614
9	39184065	44900526	2.51703223785592	TCGA-24-1614
9	68151440	93303146	3.07212630310504	TCGA-24-1614
9	93309082	113010850	4.61066236629525	TCGA-24-1614
9	113011039	115409875	6.63127933827024	TCGA-24-1614
9	115413604	117043107	3.63055855805832	TCGA-24-1614
9	117043352	141071475	2	TCGA-24-1614
10	104427	73939338	4.04927873382266	TCGA-24-1614
10	73946588	86234890	2.11159027652547	TCGA-24-1614
10	86242838	87133028	4.2589229150504	TCGA-24-1614
10	87135504	135434551	2.13561078586007	TCGA-24-1614
11	198510	3751160	1.02748741272677	TCGA-24-1614
11	3766192	134944770	3.15284729589304	TCGA-24-1614
12	180185	11921305	5.9229520096188	TCGA-24-1614
12	11927460	15130644	8.07317876057227	TCGA-24-1614
12	15131234	34835837	6.0455076767199	TCGA-24-1614
12	37857751	41352430	4.22475874367534	TCGA-24-1614
12	41365640	55907675	2	TCGA-24-1614
12	55909265	57592557	4.18241281364372	TCGA-24-1614
12	57622821	133777645	2.1710668785815	TCGA-24-1614
13	19029568	115106996	2	TCGA-24-1614
14	20203125	30491068	3.17066306290858	TCGA-24-1614
14	30493261	49377731	4.19971862546174	TCGA-24-1614
14	49391715	90263525	2	TCGA-24-1614
14	90271084	92310474	1.01307546959041	TCGA-24-1614
14	92318172	100587813	3.16779425799509	TCGA-24-1614
14	100587939	100748844	2	TCGA-24-1614
14	100759965	107285437	3.14318994123871	TCGA-24-1614
15	20071673	37137376	1.01813142275312	TCGA-24-1614
15	37143399	61240545	2	TCGA-24-1614
15	61240604	80446825	3.69625135256009	TCGA-24-1614
15	80450328	85083606	4.6628917281486	TCGA-24-1614
15	85091287	93536666	3.75913216239272	TCGA-24-1614
15	93540089	94711951	4.14963134537238	TCGA-24-1614
15	94726890	102400037	2	TCGA-24-1614
16	86671	14401144	6.91405304765795	TCGA-24-1614
16	14402715	22725630	5.13761733435175	TCGA-24-1614
16	22726214	35205717	3.71551784475766	TCGA-24-1614
16	46507944	73117297	3.77233120523496	TCGA-24-1614
16	73123416	90163275	2	TCGA-24-1614
17	6689	44075901	2	TCGA-24-1614
17	44081064	44208333	3.92529447124347	TCGA-24-1614
17	44208674	44795190	2.56722429743379	TCGA-24-1614
17	44795234	49791052	4.12973776712347	TCGA-24-1614
17	49791175	81049726	6.26398332705294	TCGA-24-1614
18	99319	15182454	2	TCGA-24-1614
18	15215871	34009747	4.16916095229688	TCGA-24-1614
18	34009826	43976847	5.20306069494077	TCGA-24-1614
18	43981647	54319099	4.06651347955274	TCGA-24-1614
18	54323195	78015057	2	TCGA-24-1614
19	260912	1726233	1.02675835307076	TCGA-24-1614
19	1770750	6566777	2	TCGA-24-1614
19	6593602	19459215	4.65699329409554	TCGA-24-1614
19	19505087	24521623	3.57886911564441	TCGA-24-1614
19	27828664	33161274	11.1588551127858	TCGA-24-1614
19	33164759	35774556	12.2682782109885	TCGA-24-1614
19	35779422	38763140	8.09896112586546	TCGA-24-1614
19	38789212	45422587	7.13140174177848	TCGA-24-1614
19	45422946	47585517	1.00598352177906	TCGA-24-1614
19	47600441	59095126	2	TCGA-24-1614
20	61795	52828384	3.08985981623714	TCGA-24-1614
20	52831496	62912463	4.19152338884004	TCGA-24-1614
21	11001104	33999106	2	TCGA-24-1614
21	34008532	42219988	4.06081371455392	TCGA-24-1614
21	42221668	44621688	2	TCGA-24-1614
21	44711272	48084820	4.15902584543258	TCGA-24-1614
22	16055070	46496023	2	TCGA-24-1614
22	46502305	46843430	4.46045959738154	TCGA-24-1614
22	46847263	51219006	7.3914179578155	TCGA-24-1614
X	169805	8371055	4.01582996880208	TCGA-24-1614
X	8373069	8888338	5.86630160838274	TCGA-24-1614
X	8892362	28024321	3.97719529842006	TCGA-24-1614
X	28034665	31737563	5.96238347871243	TCGA-24-1614
X	31737905	32354877	3.73321309215067	TCGA-24-1614
X	32356809	53332431	5.82468261219063	TCGA-24-1614
X	53332472	126220032	4.0314631501151	TCGA-24-1614
X	126247795	126866676	6.05349876380326	TCGA-24-1614
X	126877280	155239436	4.06256322982368	TCGA-24-1614
1	565400	84537360	1.01350980789057	TCGA-24-2024
1	84538704	101254883	2	TCGA-24-2024
1	101255052	101292434	1.16734072921838	TCGA-24-2024
1	101292611	121291080	2	TCGA-24-2024
1	142702814	146497779	2.54523495230984	TCGA-24-2024
1	146498838	163493190	2.97824573311623	TCGA-24-2024
1	163494530	164738727	3.40365980606889	TCGA-24-2024
1	164739573	204149523	2.98278531733388	TCGA-24-2024
1	204157168	217108951	2	TCGA-24-2024
1	217115627	235774911	2.99431212540594	TCGA-24-2024
1	235775017	239180189	2.1929938750537	TCGA-24-2024
1	239181990	240962529	2.45736097324436	TCGA-24-2024
1	240963070	249198692	2	TCGA-24-2024
2	15703	49370358	2	TCGA-24-2024
2	49373939	52891554	2.24331486764756	TCGA-24-2024
2	52892471	115555554	2	TCGA-24-2024
2	115556805	118223170	2.29528450943192	TCGA-24-2024
2	118223350	243048760	2	TCGA-24-2024
3	69244	1247015	1.89515477435634	TCGA-24-2024
3	1247723	2639578	2.23356155670224	TCGA-24-2024
3	2639779	5581537	2	TCGA-24-2024
3	5591955	5649813	1.11862268467956	TCGA-24-2024
3	5658413	5688639	1.09568700255136	TCGA-24-2024
3	5689472	27914526	2	TCGA-24-2024
3	27919338	42235631	3.03090208942096	TCGA-24-2024
3	42239072	52004317	2	TCGA-24-2024
3	52032149	53788732	0.959053687045958	TCGA-24-2024
3	53789022	197833758	2	TCGA-24-2024
4	68911	18853317	2	TCGA-24-2024
4	18867207	35334050	2.18826187279092	TCGA-24-2024
4	35334194	67762807	2.10966833285334	TCGA-24-2024
4	67762845	78005837	2	TCGA-24-2024
4	78009392	127252500	1.01301712632102	TCGA-24-2024
4	127258721	138514969	2.10059226785504	TCGA-24-2024
4	138524098	150902638	3.04159021280061	TCGA-24-2024
4	150904846	150954229	0.917752285714309	TCGA-24-2024
4	150955949	152608339	3.03159775660998	TCGA-24-2024
4	152609289	152680701	2.46891027617539	TCGA-24-2024
4	152685171	177788716	2	TCGA-24-2024
4	177796882	187511861	1.06586205216772	TCGA-24-2024
4	187518871	190921709	1.16930682341107	TCGA-24-2024
5	28949	2296395	1.8837709587464	TCGA-24-2024
5	2296704	66639638	2	TCGA-24-2024
5	66646408	70818150	0.986855225710751	TCGA-24-2024
5	70827975	75727731	2	TCGA-24-2024
5	75737906	123471394	0.998321500681164	TCGA-24-2024
5	123473388	140784427	2	TCGA-24-2024
5	140807343	140921411	1.07132905593107	TCGA-24-2024
5	140924806	164627303	2	TCGA-24-2024
5	164638632	167443856	2.3022563079993	TCGA-24-2024
5	167444001	176898619	2	TCGA-24-2024
5	176904876	177734393	0.984409027126274	TCGA-24-2024
5	177737930	180696889	2	TCGA-24-2024
6	203249	625835	2.8462206038393	TCGA-24-2024
6	626220	37053844	2	TCGA-24-2024
6	37061158	38076164	2.93881153419745	TCGA-24-2024
6	38077912	106021674	2	TCGA-24-2024
6	106036151	117004240	0.984086993557624	TCGA-24-2024
6	117019472	153967777	2	TCGA-24-2024
6	153968687	161807855	1.00786774132468	TCGA-24-2024
6	161808904	166186277	1.13781483357262	TCGA-24-2024
6	166187343	167838993	0.987563466081616	TCGA-24-2024
6	168058397	170918031	2	TCGA-24-2024
7	43259	159119220	2	TCGA-24-2024
8	161222	1129073	0	TCGA-24-2024
8	1129397	1174950	2	TCGA-24-2024
8	1175558	8616474	1.10878389912195	TCGA-24-2024
8	8619322	8658991	0.0128375441775659	TCGA-24-2024
8	8659559	12736989	0.979197748862942	TCGA-24-2024
8	12738642	34694420	1.06147786322235	TCGA-24-2024
8	34700488	49751283	2	TCGA-24-2024
8	49753613	49975746	0.982165860741658	TCGA-24-2024
8	49978424	63336339	2	TCGA-24-2024
8	63344205	87667954	1.02495486029932	TCGA-24-2024
8	87668403	137033779	2	TCGA-24-2024
8	137033952	140469794	2.25661437841216	TCGA-24-2024
8	140476042	146293414	2	TCGA-24-2024
9	46431	40784142	1.03327675461985	TCGA-24-2024
9	43445985	44900526	2.28089411790068	TCGA-24-2024
9	68151440	78420242	2	TCGA-24-2024
9	78424849	141071475	1.02017250649474	TCGA-24-2024
10	104427	22400658	1.01666805047514	TCGA-24-2024
10	22421698	88947061	2	TCGA-24-2024
10	89070745	110193416	0.993756839392358	TCGA-24-2024
10	110194423	125865127	2	TCGA-24-2024
10	125920900	135434551	3.03228748557495	TCGA-24-2024
11	198510	37030717	2	TCGA-24-2024
11	37037985	42576019	2.29941112473942	TCGA-24-2024
11	42579351	134944770	2	TCGA-24-2024
12	180185	11261335	2.9395049983762	TCGA-24-2024
12	11313488	50372026	2	TCGA-24-2024
12	50372757	50550543	2.95646147355046	TCGA-24-2024
12	50551543	133777645	2	TCGA-24-2024
